     t   Part   Pven IMPLAD
1.21200 5166.38047 2701.53895 3323.41341
1.21300 5165.42836 2698.04365 3330.18721
1.21400 5164.47687 2694.54412 3337.53489
1.21500 5163.52599 2691.06237 3345.46203
1.21600 5162.57571 2687.61735 3353.97403
1.21700 5161.62600 2684.22517 3363.07598
1.21800 5160.67686 2680.89877 3372.77261
1.21900 5159.72827 2677.65200 3383.06820
1.22000 5158.78022 2674.48095 3393.96648
1.22100 5157.83270 2671.44584 3405.47061
1.22200 5156.88569 2668.25712 3417.58310
1.22300 5155.93919 2664.88377 3430.30579
1.22400 5154.99317 2661.49100 3443.63982
1.22500 5154.04764 2658.14667 3457.58563
1.22600 5153.10257 2654.91608 3472.14293
1.22700 5152.15795 2651.83881 3487.31073
1.22800 5151.21378 2648.94045 3503.08736
1.22900 5150.27004 2646.23379 3519.47047
1.23000 5149.32672 2643.72245 3536.45709
1.23100 5148.38382 2641.40336 3554.04362
1.23200 5147.44132 2639.26887 3572.22590
1.23300 5146.49922 2637.30852 3590.99923
1.23400 5145.55751 2635.51029 3610.35841
1.23500 5144.61618 2633.86158 3630.29776
1.23600 5143.67522 2632.34989 3650.81118
1.23700 5142.73463 2630.96322 3671.89218
1.23800 5141.79441 2629.69036 3693.53389
1.23900 5140.85454 2628.52101 3715.72913
1.24000 5139.91502 2627.44581 3738.47042
1.24100 5138.97585 2626.45632 3761.74999
1.24200 5138.03702 2625.54500 3785.55985
1.24300 5137.09853 2624.70509 3809.89179
1.24400 5136.16038 2623.93059 3834.73742
1.24500 5135.22255 2623.21611 3860.08818
1.24600 5134.28505 2622.55685 3885.93537
1.24700 5133.34787 2621.94851 3912.27019
1.24800 5132.41102 2621.38723 3939.08373
1.24900 5131.47448 2620.86953 3966.36701
1.25000 5130.53825 2620.39227 3994.11101
1.25100 5129.60234 2619.95262 4022.30666
1.25200 5128.66674 2619.54799 4050.94486
1.25300 5127.73144 2619.17604 4080.01653
1.25400 5126.79644 2618.83462 4109.51258
1.25500 5125.86175 2618.52177 4139.42394
1.25600 5124.92735 2618.23569 4169.74160
1.25700 5123.99326 2617.97473 4200.45657
1.25800 5123.05946 2617.73736 4231.55992
1.25900 5122.12595 2617.52217 4263.04279
1.26000 5121.19274 2617.32787 4294.89638
1.26100 5120.25981 2617.15324 4327.11199
1.26200 5119.32717 2616.99717 4359.68097
1.26300 5118.39482 2616.85863 4392.59478
1.26400 5117.46276 2616.73664 4425.84498
1.26500 5116.53098 2616.63030 4459.42318
1.26600 5115.59948 2616.53877 4493.32114
1.26700 5114.66827 2616.46127 4527.52837
1.26800 5113.73733 2616.39706 4562.03455
1.26900 5112.80668 2616.34545 4596.83186
1.27000 5111.87630 2616.30579 4631.91596
1.27100 5110.94620 2616.27749 4667.27950
1.27200 5110.01637 2616.25997 4702.91484
1.27300 5109.08682 2616.25270 4738.81442
1.27400 5108.15755 2616.25517 4774.96655
1.27500 5107.22854 2616.26691 4811.36102
1.27600 5106.29981 2616.28748 4847.99024
1.27700 5105.37135 2616.31644 4884.85178
1.27800 5104.44316 2616.35340 4921.94096
1.27900 5103.51524 2616.39799 4959.25092
1.28000 5102.58758 2616.44985 4996.77253
1.28100 5101.66020 2616.50865 5034.50068
1.28200 5100.73308 2616.57406 5072.42943
1.28300 5099.80623 2616.64577 5110.55379
1.28400 5098.87965 2616.72352 5148.86308
1.28500 5097.95333 2616.80702 5187.35216
1.28600 5097.02728 2616.89601 5226.01543
1.28700 5096.10149 2616.99026 5264.84661
1.28800 5095.17596 2617.08953 5303.83946
1.28900 5094.25070 2617.19359 5342.98783
1.29000 5093.32569 2617.30224 5382.28564
1.29100 5092.40096 2617.41528 5421.72688
1.29200 5091.47648 2617.53252 5461.30560
1.29300 5090.55226 2617.65377 5501.01594
1.29400 5089.62831 2617.77886 5540.85215
1.29500 5088.70461 2617.90764 5580.80841
1.29600 5087.78118 2618.03993 5620.87901
1.29700 5086.85800 2618.17560 5661.05831
1.29800 5085.93509 2618.31449 5701.34073
1.29900 5085.01243 2618.45648 5741.72076
1.30000 5084.09003 2618.60144 5782.19292
1.30100 5083.16789 2618.74923 5822.75180
1.30200 5082.24600 2618.89974 5863.39202
1.30300 5081.32438 2619.05286 5904.10827
1.30400 5080.40301 2619.20848 5944.89528
1.30500 5079.48189 2619.36649 5985.74782
1.30600 5078.56104 2619.52679 6026.66088
1.30700 5077.64044 2619.68930 6067.62920
1.30800 5076.72009 2619.85392 6108.64773
1.30900 5075.80000 2620.02056 6149.71133
1.31000 5074.88017 2620.18914 6190.81500
1.31100 5073.96059 2620.35958 6231.95375
1.31200 5073.04127 2620.53181 6273.12267
1.31300 5072.12220 2620.70574 6314.31685
1.31400 5071.20338 2620.88132 6355.53143
1.31500 5070.28484 2621.05848 6396.76171
1.31600 5069.36645 2621.23714 6438.00292
1.31700 5068.44870 2621.41725 6479.25017
1.31800 5067.52977 2621.59875 6477.18665
1.31900 5066.61620 2621.78159 6481.13451
1.32000 5065.68548 2621.96570 6483.35687
1.32100 5064.81204 2622.15104 6486.44114
1.32200 5063.76030 2622.33756 6489.57389
1.32300 5063.23610 2622.52520 6493.03321
1.32400 5061.27905 2622.71393 6496.75450
1.32500 5062.73814 2622.90370 6500.77706
1.32600 5089.08047 2623.09447 6505.10839
1.32700 5110.55450 2623.28619 6509.76434
1.32800 5133.19870 2623.47883 6514.75750
1.32900 5155.60681 2623.67235 6520.10042
1.33000 5177.89585 2623.86672 6525.80472
1.33100 5200.18524 2624.06192 6531.88126
1.33200 5222.37263 2624.25790 6538.34013
1.33300 5244.51290 2624.45463 6545.19055
1.33400 5266.58036 2624.65210 6552.44095
1.33500 5288.58462 2624.85027 6560.09899
1.33600 5310.52124 2625.04911 6568.17152
1.33700 5332.39085 2625.24860 6576.66372
1.33800 5354.19231 2625.44872 6585.58076
1.33900 5375.92499 2625.64945 6594.92641
1.34000 5397.58803 2625.85075 6604.70322
1.34100 5419.18059 2626.05262 6614.91309
1.34200 5440.70176 2626.25502 6625.55681
1.34300 5462.15056 2626.45794 6636.63416
1.34400 5483.52600 2626.66137 6648.14383
1.34500 5504.82702 2626.86528 6660.08344
1.34600 5526.05259 2627.06966 6672.44953
1.34700 5547.20137 2627.27449 6685.23750
1.34800 5568.27210 2627.47975 6698.44166
1.34900 5589.26347 2627.68544 6712.05517
1.35000 5610.17400 2627.89153 6726.07006
1.35100 5631.00214 2628.09801 6740.47721
1.35200 5651.74631 2628.30488 6755.26639
1.35300 5672.40484 2628.51211 6770.42619
1.35400 5692.97595 2628.71969 6785.94415
1.35500 5713.45777 2628.92762 6801.80658
1.35600 5733.84835 2629.13588 6817.99868
1.35700 5754.14563 2629.34446 6834.50466
1.35800 5774.34747 2629.55335 6851.30759
1.35900 5794.45160 2629.76255 6868.38955
1.36000 5814.45570 2629.97204 6885.73159
1.36100 5834.35732 2630.18181 6903.31380
1.36200 5854.15392 2630.39186 6921.11622
1.36300 5873.84288 2630.60218 6939.11607
1.36400 5893.42147 2630.81275 6957.29090
1.36500 5912.88693 2631.02358 6975.61741
1.36600 5932.23636 2631.23466 6994.07156
1.36700 5951.46677 2631.44597 7012.62864
1.36800 5970.57511 2631.65752 7031.26505
1.36900 5989.55826 2631.86929 7049.95277
1.37000 6008.41304 2632.08129 7068.66661
1.37100 6027.13619 2632.29350 7087.37919
1.37200 6045.72439 2632.50592 7106.06390
1.37300 6064.17430 2632.71854 7124.69395
1.37400 6082.48285 2632.93137 7143.24398
1.37500 6100.64618 2633.14439 7161.68434
1.37600 6118.66070 2633.35760 7179.98879
1.37700 6136.52281 2633.57100 7198.13068
1.37800 6154.22888 2633.78459 7216.08369
1.37900 6171.77508 2633.99835 7233.82198
1.38000 6189.15831 2634.21229 7251.32116
1.38100 6206.37441 2634.42640 7268.55519
1.38200 6223.41928 2634.64068 7285.50048
1.38300 6240.28905 2634.85513 7302.13393
1.38400 6256.97948 2635.06974 7318.43330
1.38500 6273.48648 2635.28451 7334.37736
1.38600 6289.80627 2635.49944 7349.94593
1.38700 6305.93495 2635.71453 7365.11997
1.38800 6321.86734 2635.92977 7379.88163
1.38900 6337.59919 2636.14516 7394.21431
1.39000 6353.12601 2636.36069 7408.10268
1.39100 6368.44325 2636.57638 7421.53277
1.39200 6383.54626 2636.79221 7434.49192
1.39300 6398.43094 2637.00818 7446.96884
1.39400 6413.09207 2637.22430 7458.95362
1.39500 6427.52463 2637.44055 7470.43765
1.39600 6441.72378 2637.65694 7481.41382
1.39700 6455.68457 2637.87347 7491.87617
1.39800 6469.40199 2638.09014 7501.81976
1.39900 6482.87102 2638.30693 7511.24113
1.40000 6496.08659 2638.52386 7520.13791
1.40100 6509.04362 2638.74093 7528.50877
1.40200 6521.73703 2638.95812 7536.35345
1.40300 6534.16175 2639.17544 7543.67256
1.40400 6546.31272 2639.39289 7550.46759
1.40500 6558.18493 2639.61047 7556.74082
1.40600 6569.77344 2639.82817 7562.49524
1.40700 6581.07337 2640.04600 7567.73458
1.40800 6592.07994 2640.26395 7572.46330
1.40900 6602.78848 2640.48203 7576.68568
1.41000 6613.19450 2640.70023 7580.40704
1.41100 6623.29366 2640.91855 7583.63292
1.41200 6633.08168 2641.13700 7586.36926
1.41300 6642.55447 2641.35556 7588.62239
1.41400 6651.70823 2641.57425 7590.39857
1.41500 6660.53932 2641.79305 7591.70448
1.41600 6669.04437 2642.01198 7592.54698
1.41700 6677.22022 2642.23102 7592.93326
1.41800 6685.06398 2642.45018 7592.87005
1.41900 6692.57303 2642.66945 7592.36464
1.42000 6699.74502 2642.88885 7591.42424
1.42100 6706.57786 2643.10836 7590.05613
1.42200 6713.06980 2643.32798 7588.26763
1.42300 6719.21945 2643.54772 7586.06608
1.42400 6725.02548 2643.76758 7583.45882
1.42500 6730.48698 2643.98754 7580.45322
1.42600 6735.60335 2644.20763 7577.05660
1.42700 6740.37426 2644.42782 7573.27632
1.42800 6744.79977 2644.64813 7569.11969
1.42900 6748.88013 2644.86854 7564.59401
1.43000 6752.61586 2645.08907 7559.70656
1.43100 6756.00780 2645.30971 7554.46459
1.43200 6759.05713 2645.53046 7548.87533
1.43300 6761.76527 2645.75132 7542.94597
1.43400 6764.13376 2645.97229 7536.68369
1.43500 6766.16453 2646.19337 7530.09561
1.43600 6767.85973 2646.41456 7523.18885
1.43700 6769.22173 2646.63585 7515.97047
1.43800 6770.25316 2646.85725 7508.44751
1.43900 6770.95683 2647.07875 7500.62699
1.44000 6771.33577 2647.30036 7492.51586
1.44100 6771.39321 2647.52208 7484.12107
1.44200 6771.13255 2647.74390 7475.44949
1.44300 6770.55738 2647.96582 7466.50799
1.44400 6769.67145 2648.18785 7457.30337
1.44500 6768.47864 2648.40998 7447.84240
1.44600 6766.98299 2648.63221 7438.13179
1.44700 6765.18868 2648.85454 7428.17823
1.44800 6763.09998 2649.07697 7417.98833
1.44900 6760.72129 2649.29950 7407.56868
1.45000 6758.05712 2649.52213 7396.92579
1.45100 6755.11203 2649.74486 7386.06612
1.45200 6751.89069 2649.96768 7374.99607
1.45300 6748.39785 2650.19060 7363.72198
1.45400 6744.63828 2650.41362 7352.25016
1.45500 6740.61684 2650.63673 7340.58695
1.45600 6736.33842 2650.85993 7328.73820
1.45700 6731.80795 2651.08323 7316.71006
1.45800 6727.03036 2651.30662 7304.50854
1.45900 6722.01065 2651.53011 7292.13955
1.46000 6716.75379 2651.75368 7279.60892
1.46100 6711.26477 2651.97734 7266.92240
1.46200 6705.54858 2652.20109 7254.08565
1.46300 6699.61021 2652.42493 7241.10424
1.46400 6693.45462 2652.64886 7227.98364
1.46500 6687.08676 2652.87287 7214.72925
1.46600 6680.51155 2653.09697 7201.34636
1.46700 6673.73390 2653.32116 7187.84016
1.46800 6666.75866 2653.54542 7174.21574
1.46900 6659.59065 2653.76977 7160.47811
1.47000 6652.23465 2653.99420 7146.63214
1.47100 6644.69540 2654.21871 7132.68262
1.47200 6636.97758 2654.44330 7118.63424
1.47300 6629.08597 2654.66797 7104.49156
1.47400 6621.02504 2654.89272 7090.25907
1.47500 6612.79923 2655.11754 7075.94111
1.47600 6604.41298 2655.34244 7061.54185
1.47700 6595.87068 2655.56741 7047.06547
1.47800 6587.17663 2655.79245 7032.51597
1.47900 6578.33508 2656.01757 7017.89724
1.48000 6569.35019 2656.24276 7003.21306
1.48100 6560.22606 2656.46802 6988.46710
1.48200 6550.96671 2656.69335 6973.66290
1.48300 6541.57608 2656.91874 6958.80388
1.48400 6532.05803 2657.14421 6943.89335
1.48500 6522.41635 2657.36973 6928.93451
1.48600 6512.65474 2657.59533 6913.93043
1.48700 6502.77683 2657.82098 6898.88406
1.48800 6492.78616 2658.04670 6883.79823
1.48900 6482.68618 2658.27248 6868.67566
1.49000 6472.48027 2658.49833 6853.51893
1.49100 6462.17172 2658.72422 6838.33054
1.49200 6451.76375 2658.95018 6823.11283
1.49300 6441.25948 2659.17620 6807.86804
1.49400 6430.66197 2659.40227 6792.59830
1.49500 6419.97417 2659.62839 6777.30559
1.49600 6409.19893 2659.85457 6761.99180
1.49700 6398.33904 2660.08080 6746.65871
1.49800 6387.39720 2660.30708 6731.30794
1.49900 6376.37604 2660.53341 6715.94104
1.50000 6365.27809 2660.75979 6700.55942
1.50100 6354.10582 2660.98622 6685.16438
1.50200 6342.86159 2661.21269 6669.75709
1.50300 6331.54769 2661.43921 6654.33863
1.50400 6320.16634 2661.66577 6638.90995
1.50500 6308.71966 2661.89238 6623.47187
1.50600 6297.20970 2662.11903 6608.02514
1.50700 6285.63843 2662.34571 6592.57038
1.50800 6274.00774 2662.57244 6577.10809
1.50900 6262.31945 2662.79920 6561.63867
1.51000 6250.57527 2663.02600 6546.16240
1.51100 6238.77687 2663.25284 6530.67946
1.51200 6226.92583 2663.47971 6515.18992
1.51300 6215.02365 2663.70662 6499.55849
1.51400 6203.07176 2663.93355 6483.53555
1.51500 6191.07151 2664.16052 6467.12308
1.51600 6179.02418 2664.38752 6450.32309
1.51700 6166.93098 2664.61454 6433.13766
1.51800 6154.79304 2664.84159 6415.56890
1.51900 6142.61143 2665.06867 6397.61899
1.52000 6130.38714 2665.29577 6379.29013
1.52100 6118.12110 2665.52290 6360.58458
1.52200 6105.81414 2665.75005 6341.50466
1.52300 6093.46707 2665.97722 6322.05272
1.52400 6081.08059 2666.20441 6302.23115
1.52500 6068.65535 2666.43162 6282.04239
1.52600 6056.19195 2666.65884 6261.48895
1.52700 6043.69089 2666.88609 6240.57336
1.52800 6031.15262 2667.11334 6219.29819
1.52900 6018.57758 2667.34061 6197.66607
1.53000 6005.96594 2667.56790 6175.67967
1.53100 5993.31833 2667.79519 6153.34171
1.53200 5980.63436 2668.02250 6130.65494
1.53300 5967.91373 2668.24981 6107.62217
1.53400 5955.23362 2668.47713 6084.24623
1.53500 5942.75383 2668.70446 6060.53001
1.53600 5930.48462 2668.93179 6036.47645
1.53700 5918.41580 2669.15913 6012.08851
1.53800 5906.54629 2669.38647 5987.36920
1.53900 5894.87164 2669.61381 5962.32158
1.54000 5883.38867 2669.84116 5936.94875
1.54100 5872.09387 2670.06850 5911.25383
1.54200 5860.98391 2670.29584 5885.24002
1.54300 5850.05547 2670.52318 5858.91051
1.54400 5839.30533 2670.75051 5832.26857
1.54500 5828.73029 2670.97784 5805.31748
1.54600 5818.32723 2671.20517 5778.06059
1.54700 5808.09308 2671.43249 5750.50127
1.54800 5798.02484 2671.65980 5722.64292
1.54900 5788.11953 2671.88710 5694.48899
1.55000 5778.37424 2672.11439 5666.04297
1.55100 5768.78613 2672.34167 5451.00377
1.55200 5759.35239 2672.56894 5244.08983
1.55300 5750.07027 2672.79620 5044.99578
1.55400 5740.93705 2673.02344 4853.42797
1.55500 5731.95008 2673.25067 4669.10395
1.55600 5723.10675 2673.47789 4491.75227
1.55700 5714.40450 2673.70509 4321.11169
1.55800 5705.84081 2673.93227 4156.93042
1.55900 5697.41321 2674.15944 3998.96658
1.56000 5689.11927 2674.38659 3846.98741
1.56100 5680.95661 2674.61372 3700.76895
1.56200 5672.92288 2674.84083 3560.09572
1.56300 5665.01579 2675.06792 3424.76037
1.56400 5657.23307 2675.29499 3294.56332
1.56500 5649.57250 2675.52204 3169.31251
1.56600 5642.03192 2675.74906 3048.82306
1.56700 5634.60917 2675.97606 2932.91793
1.56800 5627.30216 2676.20304 2821.42535
1.56900 5620.10882 2676.43000 2714.17991
1.57000 5613.02712 2676.65692 2611.02299
1.57100 5606.05508 2676.88383 2511.80165
1.57200 5599.19073 2677.11070 2416.36884
1.57300 5592.43217 2677.33755 2324.58279
1.57400 5585.77749 2677.56438 2236.30661
1.57500 5579.22485 2677.79117 2151.40879
1.57600 5572.77243 2678.01794 2069.76272
1.57700 5566.41845 2678.24467 1991.24665
1.57800 5560.16114 2678.47138 1915.74320
1.57900 5553.99878 2678.69806 1843.13865
1.58000 5547.92969 2678.92470 1773.32392
1.58100 5541.95219 2679.15132 1706.19391
1.58200 5536.06466 2679.37790 1641.64745
1.58300 5530.26550 2679.60445 1579.58706
1.58400 5524.55312 2679.83097 1519.91884
1.58500 5518.92598 2680.05745 1462.55231
1.58600 5513.38257 2680.28390 1407.40034
1.58700 5507.92138 2680.51031 1370.48905
1.58800 5502.54096 2680.73669 1355.84081
1.58900 5497.23987 2680.96304 1347.66236
1.59000 5492.01668 2681.18935 1343.90463
1.59100 5486.87002 2681.41562 1343.29288
1.59200 5481.79852 2681.64186 1345.19892
1.59300 5476.80085 2681.86806 1349.41732
1.59400 5471.87568 2682.09422 1356.02305
1.59500 5467.02172 2682.32035 1365.27892
1.59600 5462.23771 2682.54643 1377.56994
1.59700 5457.52241 2682.77248 1393.34877
1.59800 5452.87458 2682.99849 1413.08348
1.59900 5448.29303 2683.22446 1437.20452
1.60000 5443.77657 2683.45039 1466.04974
1.60100 5439.32405 2683.67628 1499.80874
1.60200 5434.93433 2683.90213 1538.47279
1.60300 5430.60629 2684.12793 1581.80088
1.60400 5426.33883 2684.35370 1629.31163
1.60500 5422.13088 2684.57943 1680.30599
1.60600 5417.98137 2684.80512 1733.91916
1.60700 5413.88927 2685.03074 1789.19466
1.60800 5409.85355 2685.25640 1845.16778
1.60900 5405.87321 2685.48180 1900.94396
1.61000 5401.94726 2685.70763 1955.75917
1.61100 5398.07475 2685.93277 2009.01462
1.61200 5394.25471 2686.15679 2060.28526
1.61300 5390.48621 2686.39521 2109.30681
1.61400 5386.76834 2686.31263 2155.94955
1.61500 5383.10020 2685.55687 2200.18673
1.61600 5379.48089 2684.24777 2242.06382
1.61700 5375.90956 2682.53527 2281.67222
1.61800 5372.38535 2680.49162 2319.12892
1.61900 5368.90740 2678.17766 2354.56174
1.62000 5365.47490 2675.63384 2388.09696
1.62100 5362.08703 2672.89224 2419.86618
1.62200 5358.74300 2669.97910 2449.98548
1.62300 5355.44201 2666.91836 2478.56265
1.62400 5352.18330 2663.73356 2505.69112
1.62500 5348.96611 2660.44922 2531.46580
1.62600 5345.78969 2657.09160 2555.97945
1.62700 5342.65331 2653.68889 2579.29733
1.62800 5339.55625 2650.27101 2601.50188
1.62900 5336.49780 2646.86896 2622.64990
1.63000 5333.47728 2643.51406 2642.80290
1.63100 5330.49400 2640.23680 2662.01509
1.63200 5327.54729 2637.06576 2680.33812
1.63300 5324.63649 2634.02643 2697.81974
1.63400 5321.76097 2631.14026 2714.50477
1.63500 5318.92008 2628.42383 2730.43510
1.63600 5316.11321 2625.88848 2745.65003
1.63700 5313.33974 2623.54014 2760.18641
1.63800 5310.59908 2621.37969 2774.07888
1.63900 5307.89064 2619.40349 2787.36003
1.64000 5305.21384 2617.60426 2800.06046
1.64100 5302.56812 2615.97202 2812.44191
1.64200 5299.95292 2614.49501 2824.55982
1.64300 5297.36770 2613.16061 2836.28513
1.64400 5294.81192 2611.95599 2847.64006
1.64500 5292.28505 2610.86869 2858.59837
1.64600 5289.78659 2609.88698 2869.17901
1.64700 5287.31602 2609.00002 2879.38682
1.64800 5284.87286 2608.19805 2889.24036
1.64900 5282.45660 2607.47233 2898.75333
1.65000 5280.06677 2606.81509 2907.94340
1.65100 5277.70291 2606.21952 2916.82611
1.65200 5275.36454 2605.67964 2925.41785
1.65300 5273.05123 2605.19023 2933.73382
1.65400 5270.76252 2604.74667 2941.78908
1.65500 5268.49797 2604.34486 2949.59784
1.65600 5266.25716 2603.98125 2957.17392
1.65700 5264.03967 2603.65269 2964.53046
1.65800 5261.84508 2603.35635 2971.68012
1.65900 5259.67298 2603.08976 2978.63505
1.66000 5257.52298 2602.85069 2985.40690
1.66100 5255.39469 2602.63712 2992.00690
1.66200 5253.28773 2602.44724 2998.44584
1.66300 5251.20170 2602.27940 3004.73413
1.66400 5249.13625 2602.13210 3010.88180
1.66500 5247.09101 2602.00397 3016.89854
1.66600 5245.06562 2601.89378 3022.79373
1.66700 5243.05973 2601.80034 3028.57642
1.66800 5241.07300 2601.72275 3034.25542
1.66900 5239.10509 2601.65958 3039.83924
1.67000 5237.15566 2601.61152 3045.33618
1.67100 5235.22439 2601.58408 3050.75427
1.67200 5233.31096 2601.58209 3056.10137
1.67300 5231.41505 2601.60722 3061.38511
1.67400 5229.53635 2601.66094 3066.61293
1.67500 5227.67457 2601.74362 3071.79212
1.67600 5225.82940 2601.85549 3076.92976
1.67700 5224.00055 2601.99644 3082.03282
1.67800 5222.18773 2602.16632 3087.10807
1.67900 5220.39066 2602.36489 3092.16218
1.68000 5218.60906 2602.59193 3097.20163
1.68100 5216.84266 2602.84721 3102.23281
1.68200 5215.09120 2603.13053 3107.26195
1.68300 5213.35441 2603.44172 3112.29515
1.68400 5211.63203 2603.78065 3117.33836
1.68500 5209.92381 2604.14720 3122.39742
1.68600 5208.22951 2604.54133 3127.47799
1.68700 5206.54887 2604.96301 3132.58562
1.68800 5204.88167 2605.41225 3137.72566
1.68900 5203.22765 2605.88911 3142.90332
1.69000 5201.58660 2606.39367 3148.12361
1.69100 5199.95829 2606.92605 3153.39134
1.69200 5198.34249 2607.48642 3158.71111
1.69300 5196.73899 2608.07498 3164.08728
1.69400 5195.14757 2608.69194 3169.52396
1.69500 5193.56802 2609.33759 3175.02493
1.69600 5192.00013 2610.01222 3180.59371
1.69700 5190.44370 2610.71616 3186.23344
1.69800 5188.89854 2611.44979 3191.94687
1.69900 5187.36444 2612.21351 3197.73636
1.70000 5185.84121 2613.00776 3203.60378
1.70100 5184.32867 2613.83302 3209.55051
1.70200 5182.82662 2614.68980 3215.57740
1.70300 5181.33490 2615.57864 3221.68470
1.70400 5179.85331 2616.50012 3227.87201
1.70500 5178.38169 2617.45486 3234.13826
1.70600 5176.91986 2618.44351 3240.48166
1.70700 5175.46765 2619.46675 3246.89962
1.70800 5174.02490 2620.52531 3253.38876
1.70900 5172.59144 2621.61995 3259.94480
1.71000 5171.16712 2622.75146 3266.56261
1.71100 5169.75177 2623.92067 3273.23609
1.71200 5168.34525 2625.12844 3279.95821
1.71300 5166.94740 2626.37568 3286.72095
1.71400 5165.55808 2627.66332 3293.51533
1.71500 5164.17713 2628.99234 3300.33137
1.71600 5162.80442 2630.36374 3307.15812
1.71700 5161.43980 2631.77856 3313.98370
1.71800 5160.08314 2633.23786 3320.79531
1.71900 5158.73430 2634.74276 3327.57930
1.72000 5157.39315 2636.29439 3334.32123
1.72100 5156.05956 2637.89390 3341.00595
1.72200 5154.73341 2639.54249 3347.61766
1.72300 5153.41456 2641.24137 3354.14008
1.72400 5152.10289 2642.99177 3360.55651
1.72500 5150.79828 2644.79494 3366.84997
1.72600 5149.50062 2646.65216 3373.00337
1.72700 5148.20979 2648.56471 3378.99957
1.72800 5146.92567 2650.53386 3384.82162
1.72900 5145.64815 2652.56092 3390.45284
1.73000 5144.37712 2654.64716 3395.87696
1.73100 5143.11248 2656.79386 3401.07832
1.73200 5141.85412 2659.00228 3406.04192
1.73300 5140.60193 2661.27365 3410.75360
1.73400 5139.35582 2663.60919 3415.20013
1.73500 5138.11568 2666.01004 3419.36928
1.73600 5136.88142 2668.47733 3423.24996
1.73700 5135.65294 2671.01211 3426.83219
1.73800 5134.43014 2673.61535 3430.10723
1.73900 5133.21294 2676.28794 3433.06757
1.74000 5132.00124 2679.03068 3435.70690
1.74100 5130.79496 2681.84426 3438.02017
1.74200 5129.59401 2684.72924 3440.00353
1.74300 5128.39830 2687.68604 3441.65427
1.74400 5127.20775 2690.71493 3442.97081
1.74500 5126.02227 2693.81599 3443.95260
1.74600 5124.84180 2696.98915 3444.60007
1.74700 5123.66624 2700.23411 3444.91453
1.74800 5122.49553 2703.55036 3444.89812
1.74900 5121.32958 2706.93715 3444.80414
1.75000 5120.16833 2710.39349 3444.71385
1.75100 5119.01169 2713.91813 3444.62711
1.75200 5117.85961 2717.50951 3444.54378
1.75300 5116.71200 2721.16583 3444.46372
1.75400 5115.56880 2724.88494 3444.38680
1.75500 5114.42995 2728.66441 3444.31291
1.75600 5113.29538 2732.50146 3444.24192
1.75700 5112.16502 2736.39302 3444.17372
1.75800 5111.03881 2740.33567 3444.10819
1.75900 5109.91668 2744.32565 3444.04524
1.76000 5108.79859 2748.35890 3443.98476
1.76100 5107.68447 2752.43100 3443.92666
1.76200 5106.57425 2756.53724 3443.87084
1.76300 5105.46789 2760.67260 3443.81721
1.76400 5104.36533 2764.83176 3443.76568
1.76500 5103.26651 2769.00912 3443.71618
1.76600 5102.17138 2773.19883 3443.66862
1.76700 5101.07989 2777.39480 3443.62293
1.76800 5099.99197 2781.59073 3443.57903
1.76900 5098.90759 2785.78014 3443.53685
1.77000 5097.82670 2789.95637 3443.49633
1.77100 5096.74923 2794.11265 3443.45740
1.77200 5095.67516 2798.24212 3443.42000
1.77300 5094.60441 2802.33782 3443.38406
1.77400 5093.53696 2806.39278 3443.34954
1.77500 5092.47276 2810.40002 3443.31637
1.77600 5091.41175 2814.35259 3443.28450
1.77700 5090.35390 2818.24359 3443.25388
1.77800 5089.29915 2822.06622 3443.22447
1.77900 5088.24748 2825.81376 3443.19621
1.78000 5087.19883 2829.47967 3443.16905
1.78100 5086.15316 2833.05755 3443.14297
1.78200 5085.11044 2836.54118 3443.11790
1.78300 5084.07061 2839.92457 3443.09382
1.78400 5083.03365 2843.20192 3443.07069
1.78500 5081.99950 2846.36769 3443.04846
1.78600 5080.96814 2849.41657 3443.02710
1.78700 5079.93951 2852.34329 3443.00658
1.78800 5078.91359 2855.14280 3442.98687
1.78900 5077.89033 2857.81037 3442.96793
1.79000 5076.86975 2860.34157 3442.94973
1.79100 5075.85152 2862.73223 3442.93225
1.79200 5074.83676 2864.97863 3442.91545
1.79300 5073.82119 2867.07680 3442.89931
1.79400 5072.81964 2869.02495 3442.88381
1.79500 5071.78200 2870.81519 3442.86891
1.79600 5070.87020 2872.46062 3442.85460
1.79700 5069.58522 2873.91006 3442.84085
1.79800 5069.36156 2875.30879 3442.82763
1.79900 5064.84328 2877.65002 3442.81494
1.80000 5177.85984 2729.15359 3285.01911
1.80100 5176.89911 2729.14516 3285.28172
1.80200 5175.93917 2728.44958 3286.06991
1.80300 5174.98001 2727.17209 3287.38477
1.80400 5174.02161 2725.40495 3289.22808
1.80500 5173.06398 2723.22861 3291.60230
1.80600 5172.10708 2720.71386 3294.51053
1.80700 5171.15091 2717.92296 3297.95646
1.80800 5170.19546 2714.91085 3301.94430
1.80900 5169.24070 2711.72603 3306.47871
1.81000 5168.28663 2708.41135 3311.56477
1.81100 5167.33322 2705.00457 3317.20782
1.81200 5166.38047 2701.53895 3323.41341
1.81300 5165.42836 2698.04365 3330.18721
1.81400 5164.47687 2694.54412 3337.53489
1.81500 5163.52599 2691.06237 3345.46203
1.81600 5162.57571 2687.61735 3353.97403
1.81700 5161.62600 2684.22517 3363.07598
1.81800 5160.67686 2680.89877 3372.77261
1.81900 5159.72827 2677.65200 3383.06820
