0.00625	15.18224983
0.009414462	15.23366405
0.012578925	15.28526223
0.015743387	15.33708008
0.029517452	15.56579415
0.043291517	15.82325041
0.057065582	16.18637118
0.070839646	16.79327799
0.08374675	17.75549442
0.08999675	18.43755185
0.09624675	19.336316
0.10249675	20.45678162
0.10874675	21.8206339
0.11499675	23.44870946
0.12124675	25.35457611
0.12749675	27.54861892
0.13374675	30.03639161
0.13999675	32.81829375
0.14624675	35.89444157
0.15249675	39.25478495
0.15874675	42.88228851
0.16499675	46.75761474
0.17124675	50.86289295
0.17749675	55.16916921
0.18374675	59.64677505
0.18999675	64.2642709
0.19624675	68.99023885
0.199968185	71.84622623
0.205893625	75.83482559
0.229412104	86.58000912
0.252930584	96.46719467
0.281904748	106.9992735
0.310878911	115.1201711
0.345721445	120.9252846
0.38056398	122.0700066
0.415406515	117.6441265
0.424302886	113.5362288
0.436802886	110.5541225
0.443052886	106.2075266
0.449302886	101.6814212
0.455552886	97.00339267
0.461802886	92.2017016
0.468052886	87.30487855
0.474302886	82.34217433
0.480552886	77.34320811
0.486802886	72.33784621
0.493052886	67.35589558
0.499302886	62.42669398
0.505552886	57.57966732
0.511802886	52.84422129
0.518052886	48.24439732
0.524302886	43.8049711
0.529796755	40.06357174
0.531183969	39.09870505
0.531183994	39.09868902
0.531184018	39.09867298
0.53118414	39.0985901
0.531184263	39.09850721
0.531184874	39.09809279
0.531187929	39.09602072
0.531203206	39.08566135
0.531363613	38.99656295
0.531936496	38.61830946
0.534525767	37.03529165
0.547236572	29.96558191
0.562516495	23.01005764
0.583184363	16.46260662
0.613771027	11.63715859
0.66065263	10.28617911
0.707534234	10.82216712
0.754415837	11.47111499
0.80129744	12.14017985
0.848179043	12.82659901
0.895060646	13.53408961
0.941942249	14.25913638
0.988823852	15.0026954
1	15.1822494
